"x"
"1" -8.610876
"2" 41.14557
"3" -8.610858
"4" 41.145579
"5" -8.610903
"6" 41.145768
"7" -8.610444
"8" 41.146191
"9" -8.609445
"10" 41.146758
"11" -8.608896
"12" 41.147118
"13" -8.608968
"14" 41.147127
"15" -8.608707
"16" 41.147532
"17" -8.608347
"18" 41.148117
"19" -8.608149
"20" 41.148351
"21" -8.608041
"22" 41.148576
"23" -8.607654
"24" 41.14926
"25" -8.607348
"26" 41.149899
"27" -8.607393
"28" 41.149899
"29" -8.607357
"30" 41.149962
"31" -8.606817
"32" 41.150979
"33" -8.606358
"34" 41.151915
"35" -8.605719
"36" 41.152788
"37" -8.604981
"38" 41.153319
"39" -8.604783
"40" 41.154345
"41" -8.604828
"42" 41.154372
"43" -8.604801
"44" 41.155353
"45" -8.604648
"46" 41.156775
"47" -8.604522
"48" 41.158197
"49" -8.604513
"50" 41.159943
"51" -8.604378
"52" 41.160555
"53" -8.604378
"54" 41.1606
"55" -8.604369
"56" 41.160645
"57" -8.60436
"58" 41.160807
"59" -8.604162
"60" 41.161176
"61" -8.604126
"62" 41.161248
"63" -8.60409
"64" 41.161293
"65" -8.60409
"66" 41.161266
"67" -8.604108
"68" 41.161239
"69" -8.604126
"70" 41.161194
"71" -8.604135
"72" 41.161275
"73" -8.60391
"74" 41.162049
"75" -8.602929
"76" 41.162832
"77" -8.602551
"78" 41.163111
"79" -8.601894
"80" 41.163597
