¾­¶È,Î³¶È
117.204348,39.164651
117.204248,39.16497
117.204163,39.165295
117.204086,39.165624
117.204,39.165941
117.203908,39.166279
117.203815,39.16662
117.203723,39.166961
117.203643,39.167311
117.203479,39.168006
117.203383,39.168354
117.203286,39.168714
117.203173,39.169066
117.203056,39.169411
117.202941,39.169766
117.202813,39.170113
117.20267,39.170458
117.202506,39.170796
117.202138,39.171461
117.201943,39.171784
117.201729,39.1721
117.201491,39.172411
117.201233,39.172718
117.200976,39.173016
117.200716,39.17332
117.200439,39.17361
117.200166,39.173904
117.19962,39.174494
117.199351,39.174791
117.199086,39.175091
117.198826,39.175393
117.198561,39.175693
117.198306,39.17599
117.198046,39.176284
117.197786,39.176586
117.197526,39.176891
117.197048,39.177518
117.196818,39.177833
117.196603,39.178151
117.196388,39.178473
117.196188,39.178801
117.196004,39.179129
117.195823,39.179463
117.195646,39.179795
117.195474,39.180128
117.195129,39.180801
117.194961,39.181138
117.194793,39.181474
117.194624,39.181815
117.194453,39.182155
117.194281,39.182496
117.1941,39.182836
117.193934,39.183183
117.193755,39.183528
117.193404,39.184225
117.193205,39.184563
117.192988,39.184895
117.192764,39.185225
117.192525,39.18555
117.192268,39.185869
117.191993,39.186185
117.191728,39.186503
117.191439,39.186806
117.19083,39.187408
117.190516,39.187701
117.190181,39.187991
