¾­¶È,Î³¶È
116.328442,40.000422
116.32842,40.000381
116.328366,40.000374
116.328324,40.000369
116.328244,40.000367
116.328119,40.000379
116.327976,40.000353
116.327894,40.000406
116.327783,40.000413
116.326345,39.999799
116.326245,39.999791
116.32612,39.999802
116.326001,39.99984
116.325881,39.999891
116.325751,39.99991
116.325606,39.999917
116.325488,39.999921
116.325357,39.999926
116.325183,40.000008
116.325035,40.000083
116.324959,40.000094
116.324856,40.000019
116.324767,40.000082
116.324707,40.000034
116.324531,40.000073
116.324488,40.000131
116.324481,40.000245
116.324434,40.000268
116.324443,40.00038
116.32442,40.00047
116.324261,40.000913
116.324392,40.001033
116.324401,40.001091
116.324398,40.001142
116.324384,40.001244
116.324354,40.00138
116.324348,40.00148
116.324324,40.001555
116.324314,40.001654
116.32437,40.001787
116.324378,40.001914
116.324359,40.002043
116.324329,40.002182
116.324331,40.002332
116.324314,40.00247
116.324278,40.002602
116.324244,40.00272
116.32433,40.002875
116.324305,40.002997
116.324324,40.00312
116.324289,40.003246
116.324275,40.003322
116.324246,40.003442
116.324231,40.003564
116.324229,40.003713
116.324342,40.003883
116.324335,40.004066
116.324311,40.00421
116.32428,40.00433
116.32429,40.00443
116.324258,40.004548
116.324196,40.004688
116.324207,40.004817
116.324242,40.004922
116.324173,40.005076
116.324125,40.00514
116.324089,40.005181
116.324124,40.005237
116.324127,40.005311
116.324116,40.005456
116.324179,40.005575
116.324198,40.005694
116.324196,40.005805
116.324212,40.005975
116.32415,40.006042
116.324057,40.006102
116.323949,40.006169
116.323786,40.006266
116.323641,40.006319
116.323477,40.006372
116.323321,40.006462
116.323153,40.006512
116.322995,40.006571
116.322807,40.006632
116.32264,40.006699
116.322518,40.006788
116.322361,40.006841
116.322234,40.006881
116.322126,40.006927
116.322009,40.006954
116.321862,40.006971
116.321743,40.007073
116.321465,40.006598
116.321338,40.00651
