¾­¶È,Î³¶È
116.476313,39.92355
116.476323,39.923535
116.476143,39.92365
116.476105,39.925845
116.476022,39.924875
116.475902,39.92425
116.476038,39.924038
116.476047,39.924023
116.476328,39.923467
116.47631,39.923512
116.4763,39.923517
116.476305,39.923515
116.476292,39.923523
116.476295,39.92352
116.476283,39.923532
116.476287,39.92353
116.476277,39.923528
116.47628,39.923532
116.476273,39.923522
116.476275,39.923527
116.476268,39.923515
116.476272,39.92352
116.476265,39.923505
116.476267,39.92351
116.476258,39.923502
116.476263,39.923503
116.476253,39.923495
116.476257,39.923502
116.476247,39.923492
116.47625,39.923493
116.476237,39.923495
116.476242,39.923492
116.476222,39.923512
116.476228,39.923503
116.47621,39.923523
116.476213,39.923518
116.476218,39.923532
116.476213,39.923528
116.476223,39.92353
116.476237,39.923528
116.47623,39.92353
116.47625,39.923527
116.476243,39.923528
116.476262,39.923535
116.476257,39.923532
116.476297,39.923543
116.476273,39.923538
116.476253,39.923447
116.476367,39.923465
116.476237,39.922732
116.476613,39.922988
116.476562,39.923017
116.476585,39.923007
116.476528,39.923043
