¾­¶È,Î³¶È
116.325243,39.979608
116.325236,39.979608
116.325339,39.979641
116.32537,39.979674
116.325459,39.979672
116.325541,39.979639
116.325608,39.9796
116.325631,39.979556
116.32565,39.97954
116.325631,39.979538
116.325614,39.979488
116.325582,39.979439
116.325584,39.979418
116.325594,39.979402
116.325507,39.979333
116.325506,39.979332
116.325506,39.979334
116.325505,39.979334
116.325507,39.979329
116.325507,39.979329
116.32551,39.979321
116.325516,39.979309
116.325649,39.979277
116.32577,39.979232
116.325865,39.979208
116.325929,39.97917
116.325935,39.979122
116.325965,39.979077
116.32596,39.979029
116.325146,39.978943
116.325205,39.978928
116.325194,39.978911
116.325211,39.979037
116.325214,39.978904
116.325176,39.978814
116.325175,39.978802
116.325199,39.978815
116.325157,39.978817
116.325312,39.978874
116.325095,39.978814
116.324943,39.978777
116.32485,39.978763
116.324776,39.978763
116.324776,39.978763
116.32477,39.978761
116.324753,39.978834
116.32476,39.978946
116.324775,39.979061
116.324811,39.979173
116.324852,39.979303
116.324889,39.979393
116.324925,39.979495
116.32497,39.979599
116.32539,39.980417
116.325361,39.980308
116.32533,39.980187
116.325314,39.980074
116.324763,39.978583
116.324767,39.978659
116.324767,39.978659
116.324774,39.978661
116.324811,39.978617
116.325373,39.978548
116.325293,39.97864
116.325181,39.978546
116.325168,39.97851
116.325169,39.978509
116.325169,39.978509
116.325176,39.978504
116.325233,39.978549
116.325267,39.978602
