¾­¶È,Î³¶È
117.192088,39.186263
117.191808,39.186576
117.191521,39.186881
117.191218,39.187188
117.190901,39.187489
117.190578,39.187783
117.190254,39.188074
117.189908,39.188356
117.189573,39.188644
117.188893,39.189231
117.188556,39.189521
117.188213,39.189813
117.187876,39.190106
117.187533,39.190398
117.187188,39.190694
117.186844,39.190989
117.186504,39.191289
117.186171,39.19159
117.185474,39.192196
117.185113,39.192503
117.184751,39.192813
117.184383,39.193133
117.184018,39.193456
117.183645,39.193773
117.183278,39.194096
117.182914,39.194416
117.182544,39.194734
117.1818,39.195383
117.181431,39.195719
117.181058,39.196061
117.180683,39.196405
117.180306,39.196754
117.179938,39.197106
117.179571,39.197458
117.179211,39.197818
117.178856,39.198188
117.178146,39.198933
117.177796,39.199316
117.177443,39.199703
117.177093,39.200086
117.176739,39.200478
117.17639,39.200871
117.176038,39.201268
117.175676,39.201661
117.175313,39.202059
117.174595,39.20285
117.174224,39.203244
117.173858,39.203646
117.173499,39.204049
117.173136,39.20448
117.172791,39.204906
117.172445,39.205341
117.172111,39.205778
117.171763,39.206208
117.171099,39.207098
117.170771,39.207545
117.170445,39.207996
117.17011,39.208451
117.169776,39.208908
117.169438,39.209371
117.169096,39.20983
117.168756,39.210291
117.168418,39.210751
117.167741,39.211676
117.167406,39.212143
117.167065,39.212608
117.166723,39.213071
117.166386,39.213544
117.166041,39.214023
117.165689,39.214501
