¾­¶È,Î³¶È
117.198226,39.142243
117.198266,39.142336
117.198298,39.142428
117.19834,39.142516
117.198421,39.1427
117.198481,39.142785
117.198528,39.142861
117.19858,39.142943
117.198636,39.143025
117.1987,39.143109
117.19877,39.143195
117.198843,39.143266
117.198921,39.143336
117.199088,39.143498
117.19916,39.143579
117.199249,39.143644
117.199351,39.143716
117.19945,39.143796
117.199555,39.143866
117.199659,39.143935
117.199749,39.143998
117.199848,39.14407
117.20004,39.144188
117.20014,39.144246
117.200256,39.14431
117.200363,39.144361
117.200475,39.144414
117.200591,39.144466
117.200706,39.144518
117.200821,39.144554
117.200933,39.144605
117.201158,39.144686
117.201268,39.144726
117.20138,39.144771
117.201486,39.144815
117.201601,39.144851
117.20171,39.144891
117.201819,39.144936
117.201926,39.144973
117.202035,39.145014
117.202258,39.145098
117.202371,39.145146
117.202488,39.145191
117.202601,39.145231
117.202703,39.145295
117.202826,39.145329
117.202948,39.145369
117.203071,39.145405
117.203191,39.145436
117.203436,39.145501
117.203561,39.145533
117.203766,39.145599
117.203934,39.145649
117.204098,39.145696
