¾­¶È,Î³¶È
116.2986,39.98975
116.2991833,39.9897
116.3003167,39.98988333
116.30265,39.98961667
116.3034333,39.98973333
116.3045667,39.9898
116.3059833,39.99016667
116.3068167,39.99061667
116.3087333,39.99073333
116.3094167,39.9907
116.3068333,39.99076667
116.3062,39.99045
116.3052833,39.99038333
116.3051,39.98968333
116.3051333,39.98873333
116.3042667,39.98831667
116.3038333,39.9889
116.3033333,39.98955
116.3013167,39.98916667
116.3020833,39.98938333
116.3007167,39.98938333
116.2996333,39.9896
116.2977833,39.98928333
116.2981167,39.98996667
116.2976333,39.99015
116.29805,39.99046667
116.2979167,39.99101667
116.2993833,39.99191667
116.2984167,39.99068333
116.2977667,39.9901
116.3039167,39.98788333
116.30455,39.98808333
116.3054833,39.98816667
116.3061167,39.98815
116.30645,39.98856667
116.3076833,39.9888
116.3080667,39.98898333
116.3086167,39.98908333
116.3091,39.9899
116.3092333,39.99046667
116.3101667,39.99068333
116.31175,39.9908
116.3138333,39.99096667
116.3153167,39.99105
116.3166167,39.99105
116.31905,39.99113333
116.32075,39.99115
116.3215833,39.99128333
116.3223167,39.99116667
116.3242167,39.99126667
116.3255167,39.99128333
116.3259167,39.99141667
116.3265833,39.9914
116.3274333,39.99153333
116.3283333,39.99148333
116.3292,39.99125
116.3300667,39.99151667
116.3309167,39.99145
116.3314333,39.99123333
116.3315167,39.99156667
116.34805,39.9394
116.4160833,39.86443333
116.4166667,39.86438333
116.4174667,39.86448333
116.4178167,39.86521667
116.41825,39.86508333
116.41815,39.8656
116.4182,39.86611667
116.4181,39.86668333
116.4182667,39.86708333
116.4194,39.86733333
116.4199333,39.86776667
116.4199333,39.86873333
116.4197333,39.86905
116.4191333,39.8694
116.4193667,39.87003333
116.4199,39.8696
116.4194,39.86985
116.419,39.86966667
116.4188667,39.86931667
116.4185,39.86898333
116.4183833,39.86821667
116.4178167,39.86831667
116.4172833,39.86761667
116.4168667,39.86736667
116.416,39.86751667
116.4153833,39.86758333
116.4153833,39.86696667
116.4153833,39.86648333
116.4156833,39.86603333
116.4157333,39.86555
116.41575,39.86488333
116.41625,39.86456667
