¾­¶È,Î³¶È
123.50619,42.018427
123.506153,42.018712
123.50611,42.018998
123.50605,42.019572
123.50597,42.020142
123.505855,42.020998
123.505832,42.02125
123.505738,42.021805
123.505597,42.024443
123.505153,42.026465
123.505083,42.02708
123.505027,42.027783
123.50471,42.028853
123.504555,42.02945
123.504502,42.029847
123.504553,42.030475
123.50456,42.030665
123.504587,42.031012
123.504585,42.031258
123.504085,42.032068
123.504018,42.032565
123.503937,42.03316
123.503278,42.035587
123.504263,42.037885
123.504333,42.03815
123.50462,42.039997
123.504692,42.041035
123.504558,42.042872
123.504553,42.04386
123.504705,42.045243
123.504862,42.045848
123.504895,42.04617
123.505192,42.04746
123.505215,42.04776
123.505658,42.048673
123.505703,42.048968
123.506038,42.049923
123.506077,42.050218
123.506153,42.050818
123.506243,42.051377
123.50642,42.051998
123.506482,42.052592
123.506518,42.052887
123.5066,42.053733
123.506897,42.054937
123.506928,42.055225
123.507062,42.055815
123.507185,42.056408
123.507235,42.0567
123.507348,42.05729
123.507427,42.05787
123.50747,42.058162
123.507515,42.058452
123.507562,42.059023
123.507622,42.059603
123.507655,42.059897
123.50769,42.060188
123.50778,42.06078
123.507845,42.06108
123.507892,42.061373
123.507995,42.061957
123.508068,42.062248
123.508208,42.062823
123.5083,42.06311
123.508458,42.063668
123.508672,42.064225
123.508793,42.064502
123.508928,42.064778
123.509035,42.065043
123.50917,42.065313
123.509455,42.06584
123.509792,42.066372
123.510143,42.066883
123.510512,42.067382
123.510698,42.067628
123.510913,42.067878
123.511268,42.068318
123.511895,42.068958
123.512457,42.069433
123.513418,42.070143
123.513682,42.070368
123.514193,42.07077
123.514528,42.070973
123.515518,42.07156
123.515872,42.071748
123.516512,42.072155
123.517192,42.072517
123.517905,42.072848
123.518608,42.07315
123.519352,42.073475
123.51969,42.073633
123.520362,42.073957
123.520692,42.074118
123.52134,42.074448
123.52166,42.074622
123.52229,42.074972
123.522602,42.07515
123.52321,42.075518
123.523512,42.075703
123.523812,42.075893
123.52438,42.0763
