¾­¶È,Î³¶È
117.198283,39.142498
117.198328,39.142588
117.198384,39.142711
117.198435,39.142808
117.198483,39.142885
117.198546,39.142975
117.198606,39.143061
117.198668,39.143151
117.198755,39.143241
117.198908,39.143408
117.198995,39.143481
117.199073,39.143566
117.199148,39.143643
117.199251,39.143721
117.199345,39.143796
117.199424,39.143864
117.199514,39.143925
117.199608,39.143998
117.199816,39.144125
117.199926,39.144183
117.200046,39.144236
117.200138,39.144293
117.200236,39.144355
117.200348,39.144409
117.200456,39.144471
117.200565,39.144526
117.200675,39.14457
117.200901,39.144663
117.201011,39.144709
117.201123,39.144758
117.201238,39.144798
117.201354,39.144841
117.201469,39.144878
117.201579,39.144921
117.201691,39.144965
117.201806,39.145011
117.202041,39.14509
117.202148,39.145128
117.202268,39.145166
117.202376,39.145204
117.20249,39.145244
117.202601,39.145288
117.202716,39.145324
117.202836,39.145358
117.202956,39.145398
117.203201,39.145476
117.203343,39.145506
117.203466,39.145545
117.20368,39.145578
117.203855,39.145609
117.204021,39.145645
117.204176,39.145681
117.204334,39.145716
117.204506,39.145751
117.204829,39.145843
117.205006,39.145888
117.205186,39.145933
117.205366,39.145988
117.205563,39.146036
117.205753,39.146098
117.20594,39.146165
117.206144,39.146216
117.206353,39.146278
117.206766,39.146415
117.206976,39.146505
117.207184,39.146586
117.20739,39.146701
117.207588,39.146818
117.207779,39.146938
117.207961,39.147066
117.208125,39.147209
