¾­¶È,Î³¶È
117.16419,39.216885
117.164579,39.216355
117.164966,39.215824
117.165346,39.215296
117.165728,39.214775
117.166488,39.213739
117.166861,39.213225
117.167233,39.212713
117.167604,39.212205
117.167968,39.211701
117.168334,39.211201
117.168701,39.210709
117.169065,39.210218
117.169423,39.209731
117.170133,39.208766
117.170488,39.208289
117.170841,39.20781
117.171188,39.207339
117.171533,39.206874
117.171874,39.206416
117.172221,39.205953
117.172569,39.205493
117.172921,39.205038
117.173644,39.204148
117.174006,39.203723
117.174371,39.203303
117.174738,39.20289
117.175108,39.202475
117.17548,39.202064
117.175848,39.201658
117.176216,39.201256
117.17658,39.200861
117.177298,39.20008
117.177648,39.199694
117.177995,39.19932
117.17834,39.198936
117.178685,39.198566
117.179031,39.198198
117.179383,39.197838
117.179729,39.197483
117.180078,39.197133
117.18079,39.196451
117.18114,39.196123
117.1815,39.195798
117.181855,39.195476
117.182209,39.195163
117.182561,39.194848
117.182914,39.19454
117.183263,39.194234
117.18361,39.193929
117.184293,39.193328
117.184626,39.193033
117.184966,39.19274
117.185298,39.192446
117.185631,39.19215
117.185966,39.191863
