¾­¶È,Î³¶È
116.32648,39.997726
116.32653,39.997666
116.32654,39.997625
116.326526,39.997583
116.326441,39.997524
116.326354,39.997437
116.326227,39.997358
116.326079,39.997304
116.325943,39.997267
116.325793,39.997194
116.326294,39.996085
116.32601,39.995795
116.326025,39.9956
116.326089,39.99542
116.326175,39.995224
116.32623,39.995053
116.32626,39.994905
116.32626,39.994774
116.326215,39.994654
116.325553,39.99432
116.325891,39.993751
116.326011,39.993352
116.326027,39.993056
116.326034,39.992875
116.325997,39.992784
116.325961,39.992709
116.325924,39.992602
116.32597,39.992424
116.3261,39.992212
116.326325,39.99194
116.326554,39.991652
116.326812,39.991307
116.327067,39.990963
116.326849,39.991057
116.326819,39.991077
116.326786,39.991076
116.326742,39.991076
116.326649,39.991073
116.326526,39.98952
116.326508,39.989346
116.326494,39.989092
116.326546,39.98882
116.326602,39.988606
116.326493,39.988116
116.326567,39.987747
116.326583,39.987445
116.326562,39.987263
116.326526,39.987213
116.326514,39.987188
116.326565,39.987096
116.32656,39.986982
116.326568,39.986867
116.32665,39.986713
116.326737,39.986561
116.326835,39.986437
116.326939,39.98629
116.327116,39.98613
116.327286,39.986001
116.327469,39.985876
116.327638,39.98569
116.327825,39.985468
116.328034,39.985301
116.32833,39.985331
116.328702,39.985414
116.32907,39.985453
116.329297,39.98544
116.329384,39.985355
116.329351,39.985188
116.329375,39.98505
116.329496,39.984937
116.329723,39.984885
116.329912,39.98489
116.329999,39.984914
116.330046,39.984886
116.330056,39.984864
116.330049,39.984846
116.329827,39.984766
116.328236,39.984138
116.326987,39.983496
116.326919,39.983301
116.32694,39.983065
116.32692,39.982862
116.326808,39.982659
116.326711,39.982487
116.326666,39.982286
116.32667,39.982048
116.326699,39.98184
116.326682,39.981662
116.326701,39.981437
116.326797,39.981124
116.326908,39.98078
116.327007,39.980412
116.327062,39.980134
116.327105,39.9799
116.327143,39.979712
116.327199,39.979553
116.327258,39.979331
116.32732,39.979025
116.327524,39.976488
116.327399,39.976573
116.327327,39.976588
116.327077,39.976867
116.331727,39.973624
116.33171,39.973652
116.332503,39.974195
