¾­¶È,Î³¶È
116.305157,40.015188
116.305185,40.015094
116.305068,40.015243
116.305003,40.015349
116.305002,40.015277
116.305088,40.015158
116.305364,40.01492
116.305419,40.014919
116.305434,40.014878
116.306695,40.013711
116.306691,40.013773
116.306677,40.013805
116.306684,40.013855
116.306685,40.013883
116.306632,40.013888
116.306584,40.013906
116.306566,40.013919
116.306432,40.013977
116.306341,40.014045
116.306229,40.014075
116.306118,40.014072
116.305998,40.014074
116.305889,40.014072
116.305746,40.014037
116.305732,40.013946
116.305746,40.013842
116.305766,40.013738
116.305866,40.01368
116.305973,40.013639
116.306116,40.013618
116.306238,40.013642
116.306255,40.013633
116.306331,40.01362
116.30634,40.013591
116.306383,40.013585
116.30646,40.01357
116.306545,40.013507
116.30666,40.013436
116.306758,40.013386
116.306837,40.013306
116.306911,40.013227
116.306981,40.013159
116.307075,40.013078
116.307222,40.012958
116.307357,40.012833
116.307489,40.012773
116.307598,40.012728
116.307713,40.012678
116.30783,40.01264
116.307947,40.012639
116.308018,40.012685
116.308109,40.01273
116.308224,40.012718
116.308342,40.012685
116.308477,40.012709
116.308586,40.012653
