¾­¶È,Î³¶È
113.006795,28.19737
113.006797,28.19737
113.00671,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.197408
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005925,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.19741
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
113.005927,28.197412
