¾­¶È,Î³¶È
116.33226,39.972924
116.332214,39.972865
116.332194,39.972808
116.332192,39.972765
116.332198,39.972724
116.332185,39.972663
116.33214,39.972606
116.332096,39.972523
116.332073,39.972434
116.332123,39.972379
116.332157,39.972307
116.332154,39.972246
116.332153,39.972218
116.33215,39.972156
116.332145,39.972119
116.332125,39.972055
116.332098,39.972022
116.332036,39.971902
116.331958,39.971794
116.331876,39.971719
116.331905,39.971596
116.331884,39.971524
116.331916,39.971467
116.332001,39.971385
116.332043,39.971325
116.332062,39.971269
116.332058,39.971207
116.331959,39.971112
116.332083,39.971119
116.332094,39.971057
116.332023,39.970983
116.332022,39.970896
116.33204,39.970855
116.332186,39.970846
116.332218,39.970817
116.332338,39.970772
116.332393,39.97072
116.332512,39.97071
116.332604,39.97066
116.332666,39.970622
116.332624,39.970574
116.332592,39.970524
116.332537,39.97049
116.332527,39.970447
116.33255,39.970402
116.332539,39.970346
116.33252,39.970295
116.332582,39.970283
116.332573,39.970253
116.332557,39.970213
116.332535,39.970165
116.332488,39.970115
116.3324,39.970074
116.332348,39.970009
