¾­¶È,Î³¶È
116.306546,40.013747
116.30669,40.013738
116.306574,40.013744
116.306485,40.013806
116.306309,40.0139
116.306382,40.013971
116.306418,40.013919
116.306495,40.013886
116.306509,40.013878
116.306507,40.013854
116.306481,40.013839
116.306547,40.013841
116.30654,40.013824
116.306553,40.01379
116.306565,40.013771
116.306543,40.013779
116.306536,40.013817
116.306494,40.013895
116.306447,40.013963
116.306398,40.014032
116.306288,40.01409
116.306155,40.014151
116.306041,40.014189
116.305929,40.014167
116.305805,40.014183
116.30574,40.014088
116.305703,40.013977
116.30572,40.013883
116.305827,40.013842
116.305964,40.013824
116.306081,40.01381
116.306182,40.01374
116.306258,40.013674
116.306386,40.013662
116.306397,40.013644
116.306514,40.013599
116.306592,40.013531
116.306687,40.013468
116.306775,40.013401
116.306878,40.013336
116.306982,40.013266
116.307084,40.013223
116.307203,40.013196
116.307349,40.013188
116.307463,40.013165
116.307603,40.013157
116.307737,40.013146
116.307862,40.013148
116.307993,40.013161
116.30812,40.013163
116.308251,40.013164
116.308385,40.013176
116.308487,40.01321
116.308538,40.013203
116.308538,40.013203
116.308535,40.013205
116.30857,40.013209
116.308556,40.013224
116.308612,40.013227
116.308687,40.013218
116.308763,40.013223
116.308869,40.01324
