¾­¶È,Î³¶È
116.308856,39.998123
116.308846,39.998168
116.308833,39.998263
116.308853,39.998333
116.308875,39.998403
116.308873,39.998443
116.308881,39.998498
116.308893,39.998556
116.308921,39.998651
116.308915,39.99871
116.308929,39.9988
116.308918,39.998936
116.308921,39.999028
116.308915,39.999133
116.30892,39.999226
116.308924,39.999331
116.308923,39.999434
116.308918,39.999544
116.308931,39.999671
116.308951,39.999808
116.308965,40.000073
116.308968,40.000199
116.308968,40.000328
116.308968,40.000455
116.308969,40.000578
116.308973,40.000708
116.308976,40.000839
116.308968,40.000939
116.308971,40.001051
116.308976,40.00125
116.308976,40.001348
116.308973,40.00143
116.308945,40.001489
116.308923,40.00157
116.308873,40.001606
116.308836,40.001674
116.308808,40.001799
116.308803,40.001893
116.308814,40.002091
116.308814,40.002188
116.30882,40.002298
116.308839,40.002433
116.308846,40.002556
116.308855,40.002666
116.308858,40.002786
116.308861,40.002925
116.30887,40.003051
116.30891,40.003304
116.308946,40.00343
116.309005,40.003563
116.309086,40.003704
116.309153,40.003824
116.309226,40.003948
116.309326,40.004068
116.309444,40.004168
116.309563,40.004258
116.309848,40.004436
116.310004,40.004516
116.310185,40.004586
116.310381,40.004663
116.310583,40.004726
116.310785,40.00476
116.310981,40.004786
116.311176,40.004806
116.311366,40.004821
116.311731,40.004839
116.311894,40.004855
116.312044,40.004871
116.312185,40.004898
116.312318,40.004926
116.312438,40.004966
116.312551,40.005018
116.312656,40.005079
116.312746,40.005156
116.31287,40.005345
116.312908,40.005471
116.312891,40.005556
116.312865,40.005678
