¾­¶È,Î³¶È
86.186028,41.741415
86.17947,41.737063
86.172823,41.734105
86.166563,41.73911
86.159987,41.744368
86.159808,41.744513
86.15533,41.748142
86.153458,41.74964
86.148085,41.754737
86.144468,41.758855
86.193813,41.745283
86.192568,41.746302
86.189827,41.748775
86.186362,41.75177
86.182165,41.755393
86.178713,41.76251
86.177347,41.771917
86.166202,41.777612
86.151008,41.779147
86.13466,41.783725
86.123963,41.793987
86.111152,41.802942
86.095195,41.809373
86.07922,41.815638
86.060577,41.817513
86.042078,41.819267
86.024083,41.819857
86.005887,41.821498
85.986632,41.823212
85.966273,41.825057
85.946688,41.828135
85.927068,41.832387
85.906317,41.834305
85.884895,41.835348
85.864533,41.83734
85.84471,41.838973
85.8246,41.837533
85.804757,41.840552
85.784648,41.843817
85.764603,41.847227
85.748968,41.856898
85.733048,41.865362
85.715077,41.870383
85.703563,41.873157
85.698665,41.873448
85.695773,41.873598
85.695773,41.873598
85.695773,41.873598
85.695773,41.873598
85.695773,41.873598
