¾­¶È,Î³¶È
116.297269,40.012594
116.297263,40.012581
116.297177,40.012453
116.297133,40.012398
116.297133,40.012398
116.297133,40.012391
116.297162,40.012395
116.297183,40.012429
116.297212,40.012478
116.297231,40.012503
116.297268,40.01254
116.297274,40.012576
116.297261,40.012585
116.297239,40.012588
116.297209,40.012558
116.297173,40.012523
116.297176,40.01254
116.297124,40.012449
116.297157,40.012488
116.29716,40.012549
116.297165,40.012568
116.297215,40.012644
116.29724,40.012658
116.29724,40.012658
116.297247,40.012653
116.297184,40.012584
116.296799,40.011744
116.296803,40.011704
116.2968,40.01167
116.296797,40.011664
116.296798,40.01166
116.296805,40.011664
116.296811,40.011671
116.29681,40.011668
116.29681,40.011668
116.296803,40.011661
116.2968,40.011652
116.296777,40.011635
116.296769,40.011602
116.296753,40.011552
116.296753,40.011552
116.29675,40.011546
116.296728,40.011537
116.296707,40.01153
116.296676,40.011463
116.296932,40.011644
116.296928,40.011665
116.296887,40.011666
116.296887,40.011666
116.296884,40.011666
116.296881,40.011676
116.296881,40.011676
116.296885,40.011681
116.29687,40.01169
116.296865,40.011704
116.296874,40.01168
116.296874,40.011653
116.296874,40.011653
116.29688,40.011656
116.296887,40.011667
116.296918,40.011642
116.296933,40.011578
116.296946,40.011555
116.296965,40.011594
116.296946,40.011644
116.296943,40.011667
116.29696,40.011693
116.296971,40.011742
116.296961,40.011764
116.296974,40.01178
116.296957,40.011825
116.296978,40.011798
116.296947,40.011683
116.296954,40.011631
116.296944,40.011608
116.296915,40.011613
116.296885,40.011646
116.296876,40.011686
116.296876,40.011686
116.296882,40.01168
116.296907,40.011667
116.296917,40.011664
116.296918,40.011645
116.296898,40.01163
116.296846,40.01162
116.296805,40.011615
116.29678,40.011596
116.296756,40.011574
116.296756,40.011574
116.29676,40.011566
116.296748,40.011564
116.29679,40.011579
116.29684,40.011589
116.296875,40.01161
116.296938,40.01163
116.297013,40.011659
116.297093,40.011694
116.296887,40.011598
116.296875,40.011604
116.296885,40.01161
