¾­¶È,Î³¶È
116.319876,40.008304
116.319962,40.008413
116.319458,40.007171
116.319484,40.007209
116.31959,40.007287
116.319727,40.007366
116.319873,40.007429
116.320013,40.007499
116.320165,40.007514
116.320176,40.007578
116.320214,40.007694
116.320357,40.007739
116.320544,40.007834
116.320708,40.007907
116.320861,40.007941
116.320989,40.007989
116.321041,40.008131
116.321118,40.008316
116.321152,40.008486
116.321191,40.00861
116.321251,40.008716
116.321301,40.008816
116.321349,40.008875
116.321366,40.008912
116.321366,40.008912
116.321366,40.008915
116.321375,40.008921
116.321385,40.008931
116.321394,40.00894
116.321401,40.008948
116.321405,40.008951
116.321405,40.008951
116.321408,40.008951
116.321438,40.008946
116.321506,40.008954
116.321554,40.008943
116.32159,40.008924
116.321514,40.008968
116.321465,40.008999
116.321433,40.009019
116.321394,40.009052
116.321351,40.009085
116.321348,40.009086
116.321346,40.009086
116.321346,40.009089
116.321345,40.009089
116.321346,40.009089
116.321346,40.009088
116.321347,40.009087
116.321346,40.009088
116.321344,40.009089
116.321341,40.00909
116.321344,40.009088
116.321346,40.009086
116.321349,40.009084
116.321349,40.009084
116.321356,40.009077
116.321386,40.009055
116.32146,40.009001
116.321519,40.008971
116.321581,40.008923
116.321706,40.008859
116.321794,40.008809
116.321862,40.008779
116.321897,40.008755
116.321917,40.008755
116.321948,40.008739
116.321975,40.008727
116.321995,40.008708
116.322015,40.0087
116.322054,40.008951
116.322109,40.008965
116.322134,40.009025
116.322217,40.009199
116.322252,40.009279
116.322339,40.009314
116.322406,40.0093
116.322459,40.009231
116.322483,40.009094
116.322437,40.008968
116.322394,40.008905
116.322382,40.008845
116.322373,40.008764
116.322402,40.008735
116.322402,40.008735
116.3224,40.008727
116.322429,40.008697
116.322431,40.008694
116.322432,40.008694
116.322433,40.008697
116.322433,40.008697
116.322432,40.008695
116.322427,40.008685
116.322456,40.008649
116.322464,40.008633
116.322464,40.008633
116.322467,40.008634
116.322469,40.008644
116.322468,40.008643
116.322467,40.008644
116.322467,40.008644
