¾­¶È,Î³¶È
117.202194,39.136668
117.202055,39.136746
117.201944,39.136791
117.201716,39.136874
117.201599,39.136909
117.201494,39.136964
117.201393,39.137013
117.201295,39.137065
117.201203,39.137123
117.201123,39.137175
117.201018,39.137221
117.200911,39.137263
117.200716,39.137391
117.200628,39.137458
117.200549,39.137529
117.200471,39.137595
117.200388,39.137663
117.200318,39.137746
117.200243,39.137825
117.200159,39.137898
117.200081,39.137981
117.199883,39.138118
117.199788,39.138186
117.199685,39.138263
117.199598,39.138338
117.19951,39.138411
117.199419,39.138491
117.199338,39.138571
117.199256,39.138651
117.19917,39.138728
117.199008,39.13889
117.198926,39.138971
117.198844,39.139055
117.198775,39.139146
117.198718,39.139243
117.198656,39.139341
117.198596,39.139428
117.198531,39.139504
117.198474,39.139586
117.19838,39.139776
117.198319,39.139876
117.198271,39.139969
117.198239,39.140083
117.198199,39.140179
117.198165,39.140276
117.198133,39.140374
117.198106,39.140473
117.198085,39.140573
117.198046,39.14077
117.198031,39.140873
117.198024,39.140971
117.198018,39.141073
117.198011,39.141171
117.19803,39.141284
117.198036,39.141388
117.198046,39.14149
