¾­¶È,Î³¶È
116.427542,39.900798
116.427615,39.900765
116.427702,39.900745
116.427797,39.90073
116.427893,39.900718
116.427993,39.900707
116.428093,39.900697
116.42819,39.900685
116.42829,39.900675
116.428392,39.900667
116.428492,39.900658
116.42859,39.90065
116.428687,39.900642
116.428787,39.900632
116.428887,39.90062
116.428988,39.90061
116.42909,39.900602
116.429192,39.900593
116.429295,39.900583
116.429398,39.900573
116.429503,39.900565
116.429608,39.900553
116.429715,39.900542
116.429822,39.90053
116.429932,39.900518
116.430043,39.900508
116.430155,39.900497
116.430268,39.900487
116.43038,39.900475
116.430493,39.900465
116.430608,39.900455
116.430723,39.900445
116.430838,39.900435
116.430955,39.900428
116.431072,39.900418
116.431192,39.90041
116.431312,39.900402
116.431432,39.900393
116.431552,39.900382
116.431675,39.900368
116.431798,39.90035
116.431923,39.900332
116.432047,39.900312
116.432172,39.900292
116.432295,39.900267
116.432418,39.900238
116.432542,39.900208
116.432663,39.900178
