¾­¶È,Î³¶È
103.850612,36.032647
103.851273,36.031563
103.853238,36.028623
103.854475,36.027323
103.854993,36.025775
103.85186,36.03065
103.850428,36.031805
103.850212,36.032442
103.850155,36.032165
103.85002,36.031075
103.848865,36.030905
103.846573,36.031322
103.842242,36.0312
103.836123,36.0318
103.825892,36.035377
103.816183,36.046663
103.804123,36.056133
103.789962,36.058947
103.782918,36.060145
103.777915,36.061862
103.768997,36.064538
103.758032,36.066155
103.746185,36.066187
103.733648,36.068402
103.720497,36.070343
103.707938,36.070348
103.697062,36.074217
103.685675,36.078655
103.672877,36.080265
103.661822,36.085557
103.648602,36.08847
103.634645,36.093112
103.620147,36.097952
103.605282,36.102637
103.591135,36.109905
103.57595,36.115427
103.561802,36.109902
103.546827,36.109552
103.535097,36.116598
103.530702,36.126773
103.521952,36.138068
103.511718,36.137548
103.500873,36.142573
103.497988,36.15283
103.494177,36.163365
103.481785,36.16646
103.470227,36.164535
103.45782,36.163765
103.445633,36.162387
103.434968,36.159915
103.42987,36.169965
