¾­¶È,Î³¶È
116.714948,39.50293
116.726137,39.497045
116.740047,39.489695
116.755648,39.481438
116.770972,39.472748
116.78743,39.463408
116.804843,39.453502
116.823933,39.44431
116.843252,39.43653
116.861782,39.427848
116.881005,39.420247
116.900643,39.412877
116.920047,39.405603
116.939292,39.398133
116.958205,39.390225
116.977165,39.382325
116.996327,39.375158
117.016335,39.368543
117.036017,39.36203
117.055045,39.354572
117.070465,39.343235
117.081075,39.328413
117.091972,39.313482
117.10274,39.29904
117.113358,39.284707
117.124297,39.269945
117.133018,39.258195
117.137912,39.251595
117.142003,39.24612
117.14632,39.240267
117.151855,39.232867
117.158482,39.223908
117.165382,39.214565
117.170398,39.207792
117.17158,39.206223
117.172117,39.20545
117.173655,39.203402
117.178035,39.198198
117.185398,39.191673
117.192025,39.185075
117.1915,39.178503
117.184472,39.173737
117.178472,39.165948
117.173753,39.15918
117.167427,39.157127
117.161782,39.15699
117.161335,39.157023
117.161335,39.157023
117.161335,39.157023
117.161335,39.157023
117.161335,39.157023
117.161335,39.157023
117.161335,39.157023
117.15981,39.157042
117.155502,39.157043
117.148628,39.156935
117.139447,39.156815
117.129898,39.15632
117.117198,39.155315
117.10149,39.153997
117.083398,39.152478
117.063277,39.150733
117.04189,39.148897
117.019003,39.146973
116.997577,39.14257
116.987072,39.128277
116.984688,39.114148
116.984525,39.105417
116.989767,39.098153
116.995763,39.088373
116.993783,39.07482
116.990872,39.059667
116.987098,39.043725
116.979245,39.028913
116.960945,39.020335
116.939655,39.015557
116.923295,39.004603
116.919295,38.988642
116.922402,38.971487
116.92525,38.955373
116.925728,38.943498
116.92513,38.935375
116.924922,38.932327
116.924922,38.932327
116.924922,38.932327
116.924922,38.932327
116.924707,38.93022
116.924282,38.924625
116.923625,38.915872
116.922782,38.904367
116.921803,38.890758
116.920908,38.875667
116.921787,38.859282
116.922662,38.842412
116.92355,38.825168
116.924417,38.808073
116.92534,38.790932
116.926305,38.773503
116.927203,38.75637
116.928063,38.73982
116.928815,38.725125
