¾­¶È,Î³¶È
116.327423,39.999934
116.327417,39.999924
116.327417,39.999924
116.327418,39.999916
116.327401,39.999917
116.327257,39.999919
116.327137,40.000006
116.327136,40.000116
116.32718,40.000193
116.327195,40.00027
116.327143,40.000444
116.327111,40.000615
116.327034,40.000859
116.326982,40.00105
116.326903,40.001204
116.326745,40.001358
116.326665,40.001492
116.326609,40.001684
116.326568,40.001873
116.326486,40.002064
116.326455,40.002278
116.326221,40.002351
116.325956,40.002378
116.325727,40.002392
116.325484,40.002378
116.325256,40.002366
116.325152,40.002493
116.325117,40.002616
116.325126,40.002775
116.325116,40.002944
116.325119,40.003138
116.325118,40.003293
116.325039,40.00344
116.324881,40.003499
116.324741,40.003513
116.324565,40.003494
116.324487,40.003531
116.324438,40.00363
116.324341,40.003792
116.324307,40.003998
116.324326,40.004335
116.324286,40.004581
116.324231,40.004756
116.324202,40.004914
116.324223,40.005096
116.324232,40.005289
