¾­¶È,Î³¶È
116.366944,39.89812
116.366974,39.898123
116.36701,39.898123
116.367053,39.898128
116.367101,39.89813
116.367153,39.89813
116.367206,39.898126
116.367278,39.898153
116.367348,39.898158
116.367506,39.898183
116.367589,39.898179
116.367655,39.898176
116.367701,39.898178
116.367761,39.898188
116.367818,39.898169
116.36786,39.898149
116.36789,39.898123
116.367911,39.898089
116.367918,39.897998
116.367923,39.89795
116.367951,39.897878
116.367951,39.897806
116.367971,39.897686
116.367943,39.897603
116.367911,39.897523
116.367999,39.897341
116.367975,39.897251
116.367978,39.897009
116.367984,39.896854
116.367988,39.896718
116.36799,39.896586
116.368001,39.89646
116.368006,39.896338
116.368011,39.896208
116.368025,39.896078
116.368044,39.895938
116.368074,39.895658
116.368093,39.895534
116.368098,39.895419
116.368106,39.895315
116.368111,39.895205
116.368116,39.895096
116.36812,39.89498
116.368125,39.894865
116.368126,39.894758
116.368125,39.894568
116.368121,39.894485
116.368113,39.894405
116.368106,39.894335
116.368108,39.894285
116.368178,39.894084
116.368161,39.894013
