¾­¶È,Î³¶È
118.207053,30.085212
118.206252,30.084395
118.20608,30.084148
118.20603,30.084047
118.20599,30.083948
118.20595,30.083858
118.205913,30.08377
118.205873,30.083688
118.205842,30.08362
118.20581,30.08356
118.205753,30.083448
118.205718,30.083403
118.205695,30.083365
118.205673,30.08333
118.205653,30.083298
118.205633,30.083272
118.205642,30.083282
118.205623,30.083263
118.205617,30.083262
118.20561,30.08326
118.205605,30.083258
118.205602,30.083252
118.205593,30.083235
118.205582,30.08321
118.205565,30.08318
118.205527,30.083102
118.205547,30.083145
118.205505,30.083058
118.205482,30.083008
118.205458,30.08296
118.205435,30.082912
118.205413,30.082865
118.205388,30.082815
118.205363,30.08276
118.205335,30.082703
118.20531,30.08264
118.205278,30.082577
118.205245,30.082512
118.205208,30.082443
118.20517,30.08237
118.205133,30.082295
118.205048,30.082148
118.205005,30.082073
118.204962,30.081998
118.204913,30.081922
118.204863,30.081845
118.204812,30.081768
118.204708,30.081628
118.204655,30.081563
118.204595,30.0815
118.204527,30.081442
118.204458,30.081383
118.204383,30.081328
118.204305,30.081275
118.204148,30.081168
118.204065,30.081117
118.203978,30.081072
118.203888,30.081027
118.2038,30.080978
118.203712,30.080925
118.203562,30.080788
118.203493,30.080707
118.203438,30.08062
118.203405,30.080527
118.203388,30.080433
