¾­¶È,Î³¶È
116.3012333,39.98766667
116.3005833,39.98725
116.3005333,39.98671667
116.3000667,39.98638333
116.2994833,39.98636667
116.2991,39.98586667
116.2992667,39.98473333
116.2991333,39.9842
116.3002167,39.98391667
116.3012833,39.9834
116.3014667,39.98223333
116.3009833,39.98596667
116.3011167,39.98455
116.30115,39.9839
116.2998167,39.98381667
116.2997,39.98465
116.2996167,39.98525
116.2995667,39.98625
116.2990167,39.98661667
116.2990833,39.98616667
116.2989167,39.98673333
116.3480167,39.92265
116.34745,39.92215
116.34805,39.92183333
116.3477667,39.92045
116.3477333,39.91993333
116.3502,39.9203
116.3507833,39.92171667
116.3505,39.92528333
116.3505833,39.92795
116.3493833,39.92846667
116.31795,39.95576667
116.3176333,39.9591
116.3157667,39.95838333
116.3136833,39.97011667
116.3125833,39.9735
116.3117,39.97411667
116.3115833,39.97518333
116.3107333,39.98086667
116.3120833,39.98351667
116.3117667,39.98303333
116.3104667,39.9813
116.3099333,39.98073333
116.3105167,39.98291667
116.31075,39.98405
116.3107,39.98486667
116.31035,39.98436667
