¾­¶È,Î³¶È
100.250462,25.592573
100.25053,25.592637
100.25056,25.592665
100.250595,25.592687
100.250633,25.592703
100.250668,25.592723
100.250703,25.592742
100.250738,25.592762
100.250772,25.592782
100.250805,25.592803
100.250837,25.592823
100.250872,25.592842
100.250907,25.592862
100.250947,25.592878
100.250985,25.592893
100.251025,25.592908
100.251068,25.592923
100.251112,25.59294
100.251155,25.592957
100.2512,25.592975
100.251247,25.59299
100.251293,25.593005
100.25134,25.59302
100.251388,25.593035
100.251437,25.59305
100.251487,25.593067
100.251538,25.593082
100.25159,25.593102
100.251643,25.593118
100.251697,25.593137
100.251752,25.593152
100.251807,25.593167
100.251863,25.593183
100.25192,25.593198
100.251978,25.593213
100.252038,25.593228
100.252097,25.593247
100.252157,25.593263
100.252217,25.593282
100.252277,25.593302
100.252338,25.593318
100.2524,25.593338
100.252458,25.593362
100.25252,25.593383
100.252585,25.593402
100.252648,25.593423
100.252713,25.593445
100.252778,25.593468
100.252845,25.593492
100.252977,25.59354
100.253045,25.593565
100.253112,25.593592
100.253182,25.593615
100.253248,25.593643
100.253318,25.59367
100.253387,25.593697
100.253457,25.59373
100.25353,25.593753
100.253602,25.593778
100.253677,25.593802
100.253752,25.593827
100.253823,25.593853
100.2539,25.593878
100.253975,25.593903
100.25405,25.593932
100.254125,25.593958
100.2542,25.593987
100.254275,25.594015
100.254353,25.594042
100.254427,25.59407
100.254505,25.594097
100.25458,25.594125
100.254658,25.594153
100.254737,25.594182
100.254813,25.59421
100.25489,25.59424
100.254965,25.594272
100.255043,25.594302
100.25512,25.594333
100.255198,25.594363
100.255278,25.594392
100.255357,25.59442
100.255437,25.594448
100.255517,25.594477
100.255597,25.594503
100.255673,25.594533
100.255752,25.594562
100.255832,25.59459
100.255912,25.594618
100.255992,25.594645
100.25607,25.594672
100.256148,25.5947
100.256225,25.594728
100.256303,25.594755
100.256382,25.594782
100.256458,25.59481
100.256535,25.594838
100.256613,25.594865
100.25669,25.594893
100.256765,25.594923
100.256842,25.59495
