¾­¶È,Î³¶È
95.457762,41.147205
95.444897,41.153458
95.429467,41.154867
95.413863,41.154075
95.398515,41.152223
95.383375,41.155525
95.372082,41.163557
95.365123,41.174472
95.360843,41.186575
95.34953,41.19706
95.3393,41.209682
95.325375,41.220435
95.308617,41.226362
95.295807,41.236088
95.282967,41.247277
95.26958,41.258798
95.255062,41.268882
95.237042,41.275073
95.218942,41.282465
95.202035,41.286968
95.182572,41.28856
95.163252,41.291992
95.146405,41.30031
95.130735,41.30771
95.110795,41.307548
95.091505,41.310778
95.077045,41.318838
95.059555,41.323475
95.041185,41.328463
95.023965,41.337543
95.013535,41.348378
95.006245,41.361867
95.001798,41.377683
94.995287,41.390342
94.979132,41.396917
94.961192,41.401697
94.945193,41.412073
94.930243,41.421763
94.915388,41.431383
94.901285,41.440517
94.886933,41.44978
94.871858,41.459548
94.857463,41.468883
94.843508,41.47955
94.830088,41.490555
94.815118,41.498948
94.79898,41.506918
94.781755,41.514693
94.763278,41.520833
94.745685,41.526072
94.730592,41.530577
94.715985,41.534955
94.699992,41.541418
94.68378,41.549102
94.672742,41.558323
94.663935,41.569018
94.646825,41.573502
94.629868,41.578428
94.614398,41.582935
94.60016,41.587598
94.586772,41.592665
94.573567,41.597757
94.560822,41.60503
94.54786,41.612562
94.533967,41.620502
94.520027,41.628447
94.505885,41.636972
94.492563,41.64618
94.477445,41.655162
94.462128,41.664332
94.44835,41.672687
94.435577,41.680423
94.423758,41.687493
94.413702,41.696143
94.405505,41.707235
94.397808,41.719628
94.391218,41.732015
94.38338,41.744062
94.375607,41.755985
94.36949,41.768782
94.361478,41.78147
94.352823,41.792927
94.346823,41.80357
94.347452,41.814825
94.348753,41.827022
94.342682,41.838607
94.331857,41.848678
94.322432,41.860477
94.313653,41.872232
94.300195,41.882142
94.284198,41.889265
94.27425,41.896942
94.269478,41.906837
94.270453,41.917627
94.270535,41.92879
