¾­¶È,Î³¶È
116.326605,39.991364
116.326653,39.991551
116.326695,39.991821
116.326676,39.991771
116.326657,39.991825
116.326677,39.991822
116.326712,39.991795
116.326725,39.991669
116.326717,39.991589
116.326708,39.991578
116.326702,39.991589
116.326705,39.991607
116.326705,39.991653
116.326701,39.991737
116.326719,39.991791
116.32672,39.991822
116.326703,39.991828
116.326677,39.991817
116.326635,39.991816
116.326635,39.991816
116.326634,39.991809
116.32664,39.991785
116.326665,39.991643
116.326716,39.991381
116.326835,39.991019
116.326969,39.990616
116.327072,39.989961
116.327076,39.989324
116.327019,39.988765
116.326974,39.98849
116.326926,39.988467
116.326881,39.988109
116.326862,39.987927
116.326847,39.987806
116.326831,39.987723
116.326796,39.987647
116.326778,39.987633
116.326786,39.987616
116.32678,39.987604
116.326769,39.987617
116.326775,39.987596
116.326785,39.987511
116.326774,39.987343
116.326777,39.987124
116.326816,39.986895
116.326866,39.986656
116.326921,39.986443
116.326951,39.986247
116.326995,39.986068
116.326999,39.98595
116.326977,39.985885
116.326963,39.985869
116.326963,39.985869
116.326968,39.985865
116.326979,39.985024
116.327058,39.98466
116.327003,39.98527
116.326983,39.985908
116.327011,39.986176
116.326975,39.986086
116.326972,39.985989
