¾­¶È,Î³¶È
116.319953,40.007322
116.320059,40.00722
116.320002,40.007218
116.320156,40.00725
116.320351,40.007325
116.32054,40.007405
116.320774,40.007455
116.321021,40.00747
116.321165,40.007332
116.32117,40.007148
116.321168,40.006969
116.321184,40.00676
116.321167,40.006563
116.321218,40.006323
116.321231,40.006133
116.321205,40.005979
116.321257,40.005744
116.321299,40.005517
116.321307,40.005338
116.321306,40.00514
116.321319,40.004954
116.321326,40.00478
116.32134,40.004629
116.321325,40.004439
116.321306,40.004251
116.321305,40.004068
116.321312,40.003889
116.321315,40.003714
116.321337,40.003531
116.321366,40.003271
116.321386,40.003039
116.32141,40.002836
116.321413,40.002657
116.321424,40.00246
116.321451,40.002249
116.321499,40.002002
116.321514,40.00174
116.321512,40.001543
116.321543,40.001337
116.321598,40.00107
116.321587,40.000898
116.321611,40.000672
116.321645,40.000443
116.321734,40.000243
116.321968,40.000066
116.322204,39.999952
116.322499,39.999877
116.322787,39.999829
116.323069,39.999798
116.323329,39.999791
116.323615,39.999778
116.323889,39.999762
116.324166,39.999779
116.324424,39.999803
116.324677,39.999821
116.324988,39.999826
116.325272,39.999842
116.325577,39.999864
116.325881,39.999862
116.326161,39.999891
116.326449,39.999936
116.326731,39.999995
116.32694,40.000108
116.3271,40.000183
116.327067,40.000244
116.327067,40.000244
116.327061,40.000237
116.327069,40.000217
116.327091,40.000184
116.327152,40.000145
116.327153,40.000076
116.327197,40.000057
116.327217,40.000035
116.327231,40.000027
116.327231,40.000027
116.327236,40.000027
116.327211,40.000019
116.327169,40.000029
116.327123,40.000044
116.326813,40.000377
116.326909,40.000315
116.326948,40.000276
116.326947,40.000263
116.32697,40.000255
116.326969,40.000276
116.326982,40.000304
116.32699,40.000347
116.327032,40.000313
116.327,40.00038
116.326958,40.000514
116.326871,40.000632
116.326875,40.000723
116.32689,40.000811
116.326971,40.000971
116.327038,40.001062
116.32704,40.001141
116.326983,40.001225
