¾­¶È,Î³¶È
116.325478,39.99985
116.325316,39.999798
116.325083,39.999825
116.324878,39.999822
116.324652,39.999808
116.324512,39.999735
116.324338,39.999677
116.323999,39.999661
116.32377,39.999662
116.323477,39.999704
116.323271,39.999673
116.322992,39.999648
116.322788,39.999644
116.322524,39.999631
116.322262,39.999614
116.322054,39.99958
116.321932,39.999529
116.321862,39.999413
116.321847,39.999286
116.3219,39.999127
116.32193,39.999024
116.321914,39.99893
116.32191,39.998807
116.321869,39.998719
116.321899,39.998543
116.321884,39.998289
116.32164,39.998267
116.321483,39.998265
116.321301,39.998225
116.321115,39.998186
116.320854,39.99817
116.320651,39.998158
116.3205,39.998128
116.320305,39.99802
116.32,39.998136
116.319721,39.998202
116.319513,39.998135
116.319436,39.998049
116.319361,39.997949
116.319174,39.997854
116.318973,39.997848
116.318774,39.997883
116.318583,39.997905
116.318461,39.997901
116.318378,39.997876
116.318236,39.997894
116.318146,39.997936
