¾­¶È,Î³¶È
116.327348,39.999791
116.327353,39.99981
116.327333,39.999848
116.327222,39.999888
116.327282,40.000088
116.327286,40.000121
116.327144,40.00033
116.327044,40.000531
116.327056,40.000615
116.327031,40.000651
116.32698,40.000783
116.32704,40.000909
116.327085,40.000972
116.327077,40.000998
116.327041,40.001137
116.327035,40.001146
116.327005,40.00116
116.326958,40.001171
116.326903,40.001182
116.326843,40.001309
116.32679,40.001415
116.326751,40.001469
116.326706,40.001539
116.326692,40.001623
116.326652,40.001681
116.326647,40.001789
116.326627,40.001866
116.32663,40.001913
116.326576,40.001952
116.326562,40.002024
116.326548,40.002074
116.326542,40.002197
116.326554,40.00229
116.326478,40.002324
116.326432,40.002342
116.326343,40.002356
116.326276,40.002395
116.326232,40.002427
116.326153,40.002442
116.326047,40.002444
116.325975,40.002449
116.325866,40.002436
116.32575,40.00243
116.32568,40.002449
116.325673,40.002531
116.325648,40.002595
116.32556,40.002635
116.325542,40.002688
116.325521,40.002748
116.32554,40.002803
116.325536,40.002874
116.325515,40.00294
116.325491,40.003021
116.325483,40.003085
116.325477,40.003165
116.325475,40.003236
116.325473,40.003293
116.325422,40.003392
116.325343,40.003433
116.325283,40.003486
116.325222,40.003487
116.325187,40.003512
116.325152,40.003528
116.325117,40.003551
116.325052,40.003548
116.324983,40.003539
116.324907,40.003531
116.324805,40.003513
116.324681,40.003498
116.324628,40.003549
116.32456,40.003573
116.324553,40.003632
116.324491,40.003662
