¾­¶È,Î³¶È
117.217548,39.132213
117.217628,39.132126
117.217706,39.132024
117.217871,39.131823
117.217951,39.131716
117.218036,39.13163
117.218116,39.131545
117.218199,39.131456
117.218281,39.13135
117.218378,39.131248
117.218481,39.131148
117.218593,39.131053
117.218836,39.130854
117.21897,39.130754
117.219108,39.130648
117.21925,39.130534
117.219399,39.13043
117.219551,39.13033
117.219706,39.130229
117.219858,39.130131
117.220008,39.130028
117.220323,39.129838
117.220488,39.129744
117.220656,39.129656
117.220833,39.129574
117.221009,39.129498
117.221181,39.129421
117.221356,39.129349
117.221526,39.129283
117.221694,39.129226
117.222003,39.129123
117.222143,39.129076
117.222268,39.129039
117.222386,39.128999
117.222494,39.12897
117.222585,39.128944
117.222664,39.128923
117.222728,39.128905
117.222781,39.128884
117.222846,39.128858
117.22286,39.12885
117.22287,39.128848
117.222878,39.128844
117.222891,39.128839
117.222913,39.128836
117.222936,39.12883
117.222965,39.128826
117.223001,39.12882
117.223101,39.128806
117.223164,39.128794
117.223249,39.128773
117.223341,39.128756
117.223436,39.12874
117.22353,39.128721
117.223549,39.128676
117.223633,39.128649
117.223733,39.12863
117.223975,39.128604
117.22411,39.128598
117.224259,39.128593
117.224416,39.128598
117.224581,39.128601
117.224744,39.128608
117.224901,39.128621
117.225053,39.128638
