¾­¶È,Î³¶È
116.309635,39.990712
116.309648,39.990653
116.309655,39.990618
116.309658,39.990517
116.30966,39.990457
116.309675,39.990298
116.309682,39.990212
116.309688,39.990122
116.309695,39.990025
116.3097,39.989923
116.309707,39.989815
116.30972,39.98958
116.309723,39.989458
116.309725,39.989337
116.309728,39.98921
116.309742,39.98894
116.309755,39.988798
116.309767,39.988655
116.30978,39.988505
116.309792,39.988353
116.309803,39.988202
116.309813,39.988048
116.30982,39.987895
116.30983,39.987743
116.309838,39.987593
116.309848,39.987443
116.30986,39.987297
116.30987,39.987148
116.30988,39.987002
116.30989,39.986857
116.309898,39.98671
116.309905,39.986567
116.309915,39.986425
116.309922,39.986283
116.30993,39.986145
116.309937,39.986005
116.309943,39.985865
116.30995,39.985727
116.309957,39.985592
116.309957,39.98546
116.309958,39.985333
116.309957,39.985207
116.309953,39.985088
116.309953,39.984982
116.309967,39.98483
116.309972,39.984773
116.309975,39.984723
116.309978,39.984682
116.309982,39.984647
116.309983,39.984617
116.309985,39.984593
116.309987,39.984575
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.98457
116.309985,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309987,39.984568
116.309985,39.984568
116.309985,39.984568
116.309985,39.984567
116.309985,39.984568
116.309985,39.984567
116.309985,39.984567
116.309985,39.984567
116.309985,39.984567
116.309985,39.984567
116.309985,39.984567
116.309985,39.984567
116.309985,39.984567
116.309987,39.984558
116.30999,39.984537
116.309993,39.984507
116.309997,39.984472
116.310008,39.984362
