¾­¶È,Î³¶È
103.884232,36.029402
103.887835,36.030225
103.891458,36.03098
103.895148,36.031735
103.89894,36.032503
103.902548,36.033238
103.90644,36.03404
103.910372,36.03483
103.91438,36.035683
103.918012,36.03646
103.921638,36.03732
103.924415,36.03898
103.925842,36.041315
103.926383,36.04361
103.927413,36.045532
103.935647,36.049363
103.938023,36.049725
103.94053,36.050373
103.944183,36.05272
103.945157,36.052438
103.94782,36.051825
103.950488,36.051225
103.953253,36.050692
103.955882,36.051165
103.958765,36.052022
103.96184,36.05301
103.96522,36.054092
103.968827,36.054763
103.973052,36.055202
103.977463,36.055677
103.98194,36.056173
103.986307,36.056942
103.990298,36.057838
103.994625,36.057545
103.998895,36.056777
104.002478,36.05481
104.004607,36.051253
104.0057,36.047908
104.007313,36.044535
104.010467,36.041972
104.014477,36.040177
104.017275,36.037265
104.019975,36.03469
104.02424,36.033638
104.028547,36.032565
104.03195,36.030292
104.035715,36.029203
104.039075,36.028352
104.042633,36.02744
104.046447,36.026463
104.050507,36.025393
104.055105,36.024412
104.059433,36.023753
104.063403,36.022987
104.06763,36.021982
104.071183,36.019758
104.074788,36.017663
104.078913,36.016315
104.082817,36.01522
104.086597,36.013497
104.090288,36.011695
104.09372,36.00958
104.096732,36.007062
104.099518,36.004675
104.10257,36.002253
104.106562,36.000883
104.110198,35.998922
104.113878,35.996895
104.117595,35.995317
104.121688,35.993767
104.1258,35.992322
104.129667,35.990685
104.132752,35.98823
104.135125,35.985595
104.138943,35.983985
104.142305,35.981815
104.145518,35.979418
104.148305,35.97676
104.150847,35.974265
104.15466,35.972682
104.157575,35.970167
104.160313,35.967407
104.162788,35.964738
104.16533,35.961845
104.16893,35.959727
104.172248,35.957302
104.175403,35.954697
104.178392,35.952242
104.18162,35.94957
104.184742,35.946993
